cod_endereco,cod_cliente,rua,numero,cidade,estado,cep
20914,4043,Avenida Renan Pimenta,26,Freitas,MT,32221-077
20915,12134,Residencial de Costela,60,Ramos da Praia,RS,15977-253
20916,22408,Sítio Borges,86,Machado,MG,59144826
20917,7908,Largo Liz Santos,56,da Cunha,ES,87332-606
20918,3789,Praça Ágatha da Rocha,1,Brito,AL,72660-650
20919,10861,Recanto da Cunha,669,Moura,PE,77881-405
20920,21856,Favela Fernandes,6,Almeida do Campo,PB,83019703
20921,14541,Feira Porto,57,Novais de da Paz,AP,92817-002
20922,23655,Passarela de Campos,18,Teixeira,PI,24588-609
20923,12282,Esplanada Laís Camargo,26,Caldeira das Pedras,MT,35778539
20924,1070,Largo Fogaça,39,Cunha de Albuquerque,PI,77989620
20925,12424,Passarela Siqueira,9,Peixoto de Almeida,MS,17183-833
20926,5164,Rodovia Ísis Caldeira,15,da Paz,AL,08114-870
20927,6667,Praia Luigi Barros,60,Moura,RJ,38117-562
20928,8670,Fazenda Leão,92,Pires,SP,08376-000
20929,4359,Estação de Pacheco,9,da Cruz,MT,41923155
20930,20048,Esplanada Levi Campos,87,Alves,MA,13333-014
20931,10539,Praia de Brito,319,Pinto das Pedras,MS,29026467
20932,11294,Rodovia Andrade,5,Guerra,MA,83148-478
20933,9565,Distrito da Rosa,53,Correia Alegre,PE,35926-724
20934,9073,Esplanada de Abreu,408,Souza,AL,93156-810
20935,6342,Campo Andrade,1,Sampaio,PI,09230-471
20936,3576,Residencial Valentina Pires,43,Casa Grande,RN,95623-697
20937,12312,Feira Dias,737,da Rocha de Goiás,MS,03635-785
20938,20904,Morro Antonella da Rosa,19,Pires,MG,55539638
20939,24509,Sítio Lima,52,Ribeiro,ES,66366-181
20940,2896,Estação de Dias,954,Porto Alegre,PE,22253-238
20941,9673,Vale de Novaes,7,Costa de Moreira,CE,57509-675
20942,16447,Pátio Macedo,62,Nunes,TO,46333-262
20943,19120,Jardim Paulo Carvalho,1,Lima,AC,57778-311
20944,14693,Rua Nathan Freitas,86,Novaes,BA,00700-168
20945,18222,Feira Machado,37,Aparecida das Flores,AC,58500865
20946,16415,Jardim Maitê Silva,6,Fernandes de Peixoto,TO,67272-072
20947,17332,Residencial de da Conceição,6,Silveira,MT,80770786
20948,10321,Setor de Silveira,5,Almeida,CE,32015-804
20949,5420,Residencial de Novaes,46,Casa Grande do Oeste,RN,34101-816
20950,710,Loteamento Cauê Casa Grande,360,Teixeira de Moura,SE,86219109
20951,16804,Trecho Rocha,9,Ferreira,RJ,15880244
20952,15123,Vereda Lopes,40,Câmara do Galho,MS,80432480
20953,10080,Campo de da Luz,29,Alves Alegre,AC,95415-676
20954,10304,Travessa Sophia da Costa,81,Leão de Leão,MG,45088218
20955,12130,Área Nicolas Souza,82,Montenegro da Mata,RR,26989-662
20956,5945,Núcleo Leonardo Caldeira,15,Barbosa do Sul,ES,32920-869
20957,8643,Estação Moraes,76,Rezende,BA,53452645
20958,23156,Alameda Rafael Nunes,5,Moreira,RR,40847-259
20959,19961,Estrada Costa,2,Rodrigues,MS,08695117
20960,19529,Rodovia Costa,90,Pastor,CE,83301-219
20961,16775,Vereda Danilo Fonseca,3,da Costa da Serra,MS,99304-373
20962,5354,Viela Vieira,1,Guerra,MT,85711-134
20963,11490,Trecho de Costela,49,Pereira de Aragão,PA,85388747
20964,15973,Vereda de Ramos,7,Borges das Pedras,PI,44654-591
20965,21415,Quadra Farias,89,Brito,MG,88427-416
20966,2974,Pátio Sampaio,8,Lopes,TO,28467-203
20967,11718,Loteamento Apollo Castro,6,Dias,SC,39718-831
20968,9808,Largo Cassiano,116,Novaes,SP,46027-937
20969,1312,Esplanada de Guerra,11,Alves de Minas,RO,78100-515
20970,5392,Setor Lopes,55,Souza da Mata,PR,49443-611
20971,1971,Parque Azevedo,61,Monteiro,AL,40744-847
20972,20354,Rodovia de Sá,3,Abreu,BA,17820-243
20973,9793,Residencial Fonseca,32,Alves de Gomes,RN,32495654
20974,11966,Residencial Peixoto,47,Cassiano,RR,47087-316
20975,14185,Parque Siqueira,35,Oliveira,RS,01517-255
20976,11561,Distrito Azevedo,391,Vasconcelos da Mata,AM,78833-603
20977,1437,Colônia de Vieira,85,Pereira,BA,46536-353
20978,11655,Favela da Mota,47,Pereira,SC,81749794
20979,5695,Parque Sá,97,Souza,MG,88673524
20980,12713,Trevo de Martins,9,Cunha das Pedras,BA,19686-375
20981,2228,Distrito Gomes,36,Vieira,PB,17243074
20982,24203,Vila de Santos,24,Sá Verde,AC,31349637
20983,10900,Favela Santos,4,Fernandes da Praia,CE,44992-280
20984,11144,Avenida Evelyn Cardoso,7,Brito da Praia,MT,21057163
20985,8566,Fazenda de Pacheco,85,Silveira Grande,SC,52370-802
20986,4298,Vale Novais,78,Moura da Praia,ES,70684023
20987,10963,Trecho Abreu,38,Teixeira,PB,95072-801
20988,10983,Favela Maria Julia Sá,32,Cavalcante Verde,MS,43717-722
20989,3735,Praça Nicolas Siqueira,86,da Costa,RS,52483016
20990,12203,Conjunto Ian Mendes,1,Moura,TO,42153731
20991,9081,Trecho de Pimenta,22,Sá,BA,42281-138
20992,24533,Colônia Vargas,1,Sales,PB,39586-394
20993,8417,Via de Pinto,99,Novaes de Abreu,PE,45822637
20994,11736,Vereda Cunha,26,Cirino,GO,23879-935
20995,3750,Vale Duarte,10,da Paz,RR,27116857
20996,22821,Chácara Bianca Campos,55,Pacheco,PE,48493659
20997,7193,Núcleo Moreira,882,Viana da Prata,MA,81827344
20998,4321,Condomínio Moraes,81,Gonçalves,BA,80076300
20999,23003,Ladeira de Aragão,288,Aparecida,AP,96087898
21000,12087,Lagoa da Rosa,901,Marques de Aragão,SC,16076037
21001,4,Lagoa de Brito,74,Castro de Borges,AP,10614-584
21002,18380,Largo de da Rocha,65,Rodrigues,SE,10662670
21003,12386,Praça de Sampaio,27,Jesus,AP,11429-480
21004,14278,Morro Catarina Azevedo,89,Câmara da Prata,MS,48488-717
21005,17705,Chácara de Ferreira,633,Caldeira,PB,76621-970
21006,22226,Vale Valentim Pimenta,3,Oliveira Paulista,RO,38217455
21007,296,Rodovia Arthur Moreira,84,Moreira do Norte,SE,39415169
21008,19916,Pátio Eduardo Guerra,47,Casa Grande Alegre,ES,92940-618
21009,22824,Lagoa de Albuquerque,31,Gonçalves,SC,64394137
21010,11768,Trevo Câmara,73,Cavalcante,RJ,90137564
21011,24494,Estação de Cardoso,735,Cassiano das Flores,AP,54574460
21012,7834,Praça de Abreu,32,Alves,MG,30931-238
21013,23596,Morro Ravy Pacheco,71,Nunes da Serra,MT,45096230
21014,23723,Colônia de Peixoto,65,Jesus Alegre,MT,59524-196
21015,5865,Rua Lima,4,Cardoso de Costa,RN,22874439
21016,14524,Aeroporto Matheus Vieira,4,Peixoto Grande,CE,78264-739
21017,21734,Via Marina Porto,46,Caldeira das Flores,SE,59031-797
21018,16474,Conjunto Leão,13,Rezende do Amparo,AM,38855-000
21019,12554,Recanto Ayla Mendes,40,Aparecida de Machado,SE,51532-804
21020,2099,Distrito Lima,7,Alves,RR,97198-377
21021,12251,Chácara de Lopes,60,Rezende,RN,88109-000
21022,21036,Loteamento de Pereira,56,Oliveira da Prata,SP,96403-671
21023,13974,Estação de Pastor,489,Dias de Porto,SC,72365613
21024,18414,Aeroporto Almeida,6,Pinto de Siqueira,AL,06455839
21025,19486,Feira Augusto Rezende,83,da Mota da Prata,SE,12443-347
21026,19628,Chácara de Cavalcante,6,Andrade da Praia,TO,32302833
21027,10071,Via de Almeida,32,Cunha,AL,04516077
21028,10813,Pátio Zoe Nascimento,5,da Luz,RJ,38325116
21029,4071,Praça Cardoso,488,Cavalcante de Vargas,SE,60102872
21030,7489,Esplanada Ana Almeida,39,Lima das Flores,PR,11284-712
21031,24238,Estação de da Conceição,40,Almeida,MG,68937137
21032,5712,Aeroporto Oliveira,8,Casa Grande,SC,27184-715
21033,11552,Loteamento Moreira,18,Lopes Verde,PI,13580-030
21034,2158,Condomínio Theo Andrade,78,Fonseca do Sul,PE,75581-761
21035,8335,Sítio de Brito,35,Fonseca de Pastor,PB,62619833
21036,19910,Vereda de Fonseca,48,Caldeira de Minas,PB,46978086
21037,11381,Residencial Lorena Melo,53,Guerra,MG,76961353
21038,15887,Colônia da Rocha,89,Rocha do Sul,AC,46909-373
21039,24566,Recanto das Neves,9,Rocha de Silveira,PB,02653397
21040,21038,Setor Sampaio,29,Cirino do Campo,SC,83028-573
21041,9742,Distrito Luísa Gomes,78,Sá,MA,71023265
21042,23244,Feira Casa Grande,9,Nunes do Oeste,AC,17696066
21043,7628,Rodovia Rhavi Monteiro,50,da Paz Verde,MG,89788368
21044,10004,Praça de Sousa,15,Montenegro de Novais,RR,64477-590
21045,4029,Área Costa,707,Porto de da Luz,RN,29602417
21046,16169,Feira de Fernandes,86,da Rosa Paulista,BA,02199-302
21047,5437,Largo Alícia Rodrigues,67,Souza,PA,01707558
21048,1563,Viaduto de Gomes,5,Lima,ES,80940272
21049,19860,Praça de Montenegro,41,Almeida,SC,87385100
21050,7634,Ladeira Gustavo Vieira,800,Ribeiro,AC,96636887
21051,16958,Residencial de da Rocha,24,Montenegro de da Luz,MS,02517-753
21052,16141,Estrada Lucas Gabriel Pires,393,Santos,MS,93093-359
21053,20273,Sítio Ribeiro,33,Dias,DF,71154-281
21054,18460,Morro de Nunes,296,Lima da Prata,TO,24303-647
21055,7418,Campo Lorenzo Sá,77,da Cunha,SE,60246844
21056,9981,Recanto de Dias,681,Campos,MS,05118786
21057,6004,Quadra Sampaio,919,Cavalcante de Moraes,RO,40076975
21058,1609,Loteamento Alexia Teixeira,44,Campos,GO,81516095
21059,3033,Feira Ana Lívia Nogueira,282,Monteiro,BA,39363283
21060,14691,Quadra Macedo,494,Souza,RN,69510-315
21061,18580,Pátio Théo Andrade,91,Nunes Verde,AP,66723-389
21062,15690,Rodovia Cirino,7,Casa Grande da Mata,CE,70983877
21063,5884,Estrada de Cunha,10,Marques de Fernandes,BA,76004-118
21064,1710,Largo Davi Miguel Azevedo,892,Barbosa,PE,48298-424
21065,11609,Lagoa da Conceição,57,Costa Paulista,SE,03080-423
21066,21464,Recanto Fernandes,8,Sá da Praia,DF,60302-403
21067,19621,Avenida Barbosa,2,Rocha de Mendonça,PI,00732540
21068,2178,Avenida Sara Rodrigues,99,Câmara Verde,MA,84468651
21069,195,Alameda Cunha,66,Albuquerque do Galho,SP,52094042
21070,613,Jardim Luiz Fernando Gonçalves,76,Ferreira,MT,51966-335
21071,11310,Alameda Thomas Mendes,958,Monteiro das Pedras,CE,26784-350
21072,17917,Esplanada de Carvalho,14,Fonseca,SC,51917-395
21073,11904,Loteamento Caldeira,76,Pires,AP,93254954
21074,13695,Vale de Azevedo,94,Rios,RR,54155-885
21075,16184,Favela da Paz,42,Siqueira de da Costa,AM,74892673
21076,12966,Setor de Fogaça,488,Ferreira,MA,76582-482
21077,19763,Estação Luiza Marques,67,Correia,ES,54014885
21078,4796,Viaduto Moura,6,da Cunha,MA,74814967
21079,8229,Núcleo de Caldeira,862,da Conceição,DF,06487669
21080,2409,Passarela André Albuquerque,69,Barbosa da Praia,BA,18659254
21081,3218,Trecho Costela,86,Silveira do Amparo,RJ,19511487
21082,15065,Morro Bento Castro,92,Nogueira,RO,28441240
21083,11926,Praia de Costela,29,Silveira,AL,61606116
21084,9426,Vale Ana Vitória Oliveira,45,Vasconcelos de Santos,TO,66604-940
21085,9399,Trevo Isaac da Rosa,4,Nunes,CE,33858679
21086,4886,Pátio de Melo,97,Aparecida de Minas,RJ,07302-971
21087,13055,Via de Peixoto,64,Alves,RS,75146-881
21088,21625,Campo de Costa,929,Araújo de Montenegro,RN,91239-917
21089,19039,Feira Silva,96,Rios da Mata,DF,76757467
21090,22101,Conjunto de Costa,18,Fonseca do Amparo,AL,57120-984
21091,10327,Viela de Marques,657,Caldeira do Amparo,MT,21380-808
21092,18804,Núcleo Fernandes,81,Aparecida das Pedras,AM,04508-198
21093,8052,Recanto Maria Vitória Fonseca,30,Mendonça,SC,02488151
21094,1626,Loteamento de Machado,5,da Conceição de Pacheco,MT,91741-676
21095,17028,Rodovia Stella Cirino,72,Freitas de Campos,PI,96320337
21096,15234,Chácara Gustavo Henrique Barbosa,7,Correia do Amparo,AM,64755-875
21097,15557,Rua de Ramos,10,Câmara,SP,24275-654
21098,23133,Área das Neves,4,Barros,PB,09507760
21099,2774,Vila da Mota,18,Fernandes do Galho,MT,57813067
21100,10745,Loteamento Andrade,155,Lima,DF,22947675
21101,8456,Sítio de Silveira,552,da Rosa de Rezende,MS,06555595
21102,6008,Conjunto Moura,74,Silveira,PR,28102-232
21103,17607,Loteamento de Rios,66,Rocha,SC,38182310
21104,19593,Morro Azevedo,7,Garcia,RS,94996900
21105,16808,Loteamento Luan Abreu,62,Moura da Praia,RO,86387-305
21106,7114,Rodovia Nogueira,59,da Mota,SC,16928274
21107,2,Estrada Rocha,215,Pires,ES,57866947
21108,10775,Jardim Ana Carolina Leão,75,Santos do Galho,AM,92778137
21109,20566,Lago Enrico Fernandes,52,Barros do Oeste,AL,03130-978
21110,6657,Favela Cauã Sá,599,Rios,PA,17064-390
21111,21836,Distrito Cardoso,30,Aragão,PE,55313-640
21112,17470,Vereda de das Neves,42,Pastor das Flores,PR,40776971
21113,589,Sítio Aragão,491,Marques,GO,05973971
21114,17554,Esplanada Garcia,77,Sampaio da Mata,TO,03318244
21115,50,Morro Machado,80,Cardoso,MG,09100944
21116,16579,Parque de da Costa,5,Campos da Serra,PA,44174938
21117,14795,Parque Luiz Henrique Cavalcante,67,Pereira,AP,70884-816
21118,14413,Largo Araújo,51,Moraes,PA,79725503
21119,5939,Conjunto Alícia Moreira,72,Abreu de Santos,GO,56364081
21120,24462,Recanto de Oliveira,29,Castro Grande,AL,69166154
21121,8310,Vereda de Gomes,392,Martins,RN,70354827
21122,2413,Aeroporto Araújo,97,Leão,AP,64998484
21123,16756,Lago Rezende,283,da Mata de Nascimento,PI,65029488
21124,9721,Jardim Fernanda Alves,43,Dias da Mata,ES,04645852
21125,23541,Fazenda Cunha,91,Moura,SE,15276-954
21126,7106,Trevo Macedo,2,Pimenta da Mata,PI,71242-257
21127,23433,Pátio Maria Laura Leão,53,Correia,RO,63451134
21128,21909,Esplanada de Sales,93,Ramos,ES,43493192
21129,16607,Loteamento Porto,76,Teixeira Paulista,SP,88115-430
21130,21392,Morro da Mata,8,Vieira Paulista,RR,58169-090
21131,5631,Alameda Otávio Garcia,103,Fogaça,CE,19930-693
21132,1831,Via Luara Cavalcanti,32,Andrade,RN,73291-056
21133,13918,Avenida de Ribeiro,161,Farias de Costela,DF,03005-859
21134,7031,Passarela Ayla da Mota,9,Teixeira,PR,29449107
21135,13245,Rua Abreu,192,Porto de Casa Grande,AC,93661-595
21136,11398,Vereda Freitas,4,Freitas,SC,67112079
21137,8170,Aeroporto Borges,3,Leão,SE,15515127
21138,14275,Rodovia de Pereira,279,Ribeiro Verde,SP,87861772
21139,12781,Praça de Macedo,2,Monteiro,PA,75682504
21140,13826,Viaduto de Ribeiro,10,da Cruz,AM,04804-937
21141,24569,Condomínio Barros,4,Vasconcelos de Goiás,PR,57812-856
21142,21110,Sítio de Azevedo,2,Sales,PI,41417667
21143,22022,Avenida Porto,778,Rocha das Flores,RR,14498724
21144,2852,Núcleo de Pereira,10,Peixoto Grande,TO,02458966
21145,7463,Trevo Daniel Oliveira,16,Mendes,SC,53270509
21146,10737,Passarela de da Cunha,852,Rios de Leão,PE,76072825
21147,2422,Praia Porto,84,da Luz de Nogueira,MG,87937407
21148,8761,Favela Pietra da Cruz,14,Barros,RJ,97375-124
21149,1256,Pátio Jesus,8,Moura,ES,35746831
21150,2758,Parque Josué Pastor,70,da Costa do Campo,ES,04335-135
21151,13604,Aeroporto Lorena Sá,68,Barbosa,PR,00674367
21152,5368,Aeroporto da Cruz,23,Cirino,BA,03039-136
21153,13395,Estrada de Ferreira,521,Almeida,AC,12414-858
21154,20726,Conjunto Gonçalves,8,Lima,GO,46973-042
21155,21635,Lago Moura,24,Monteiro de Nunes,RN,03987-219
21156,11067,Favela Enrico Costa,4,Fernandes de Lima,MG,38575-658
21157,4957,Trecho Danilo Vasconcelos,18,Rios de Ramos,PR,58536-795
21158,6820,Via Yasmin da Conceição,31,da Conceição de Siqueira,PI,10478861
21159,15211,Feira de Monteiro,59,Aparecida,MG,42821751
21160,377,Lagoa Vitor Gabriel Pimenta,96,Monteiro,RJ,84851-880
21161,10130,Vila Kamilly Jesus,591,Viana do Galho,AM,27301-678
21162,20363,Travessa de Ramos,3,Correia,SC,24679520
21163,3425,Lagoa de Freitas,193,Cavalcanti,PR,58712106
21164,18949,Fazenda de Santos,56,Rodrigues do Norte,AP,29517-924
21165,7730,Núcleo de Vieira,357,Garcia das Pedras,AP,22526579
21166,19092,Quadra Leandro Pereira,90,Barbosa de Mendonça,PR,36244525
21167,14901,Loteamento Mariana Rocha,75,Ferreira de Porto,PR,43209727
21168,14643,Aeroporto Maria Sophia Dias,591,Fonseca de Leão,MA,94177-841
21169,17254,Estrada de Albuquerque,8,Barbosa das Pedras,SE,99760260
21170,725,Lago Vieira,29,Garcia,PI,29288-752
21171,10461,Lago de Lopes,8,Moura de da Rosa,RO,85845-896
21172,21105,Recanto de Nascimento,7,Pastor,PI,47939-518
21173,18369,Estrada Theodoro Oliveira,28,Mendes da Serra,AM,30331501
21174,20086,Praia Garcia,857,Barbosa dos Dourados,SP,25726-514
21175,19980,Jardim Costela,32,Machado da Praia,MS,49955690
21176,5442,Sítio Hellena Sá,22,da Mata Grande,MA,30095-345
21177,10455,Sítio Peixoto,911,Borges de Barbosa,RJ,97917-239
21178,5580,Trevo Monteiro,41,Aragão,RR,12334315
21179,7949,Rodovia Santos,11,Cirino de Pereira,BA,20148-061
21180,14292,Estrada Breno Sá,74,Rocha,ES,32700-108
21181,10194,Fazenda Ryan Aragão,75,Pimenta de Casa Grande,RS,92195-189
21182,23113,Vale da Mota,4,Abreu,MG,98279-141
21183,8891,Vereda de da Cunha,92,Fonseca de Viana,PE,45789-167
21184,3048,Jardim da Rocha,26,Casa Grande,RR,86286-424
21185,22238,Lago de da Cunha,58,Ramos de Goiás,SP,60135316
21186,16872,Morro Nicole Dias,3,Mendes de Almeida,RS,88253-633
21187,17772,Lago Raul Moreira,85,Araújo,AL,69126-021
21188,12283,Lagoa Maria Eduarda Lima,553,Sá do Campo,RO,74562479
21189,8406,Viaduto de Melo,767,Mendes,MS,11451-726
21190,11435,Fazenda de Casa Grande,9,Borges,PI,12964736
21191,22267,Área Leonardo Viana,144,Silveira do Galho,TO,61576706
21192,10725,Lago Marcela Vargas,77,da Luz,PE,29597307
21193,23454,Avenida Maria Luiza Duarte,24,Cirino das Pedras,RR,39280108
21194,6180,Travessa Isadora Novais,845,Sales,SP,94239-090
21195,24667,Jardim Albuquerque,84,Pimenta da Prata,AL,67343-029
21196,22011,Passarela Dias,765,Siqueira do Norte,AP,37594878
21197,15854,Vale Cirino,546,Pinto,MA,78913793
21198,11020,Lago Natália Siqueira,70,da Cruz dos Dourados,BA,92716694
21199,1659,Morro de Ferreira,94,Albuquerque,SE,02378-268
21200,3795,Rua de Lopes,439,Barros do Norte,SP,04868091
21201,23186,Praia João Vitor Castro,94,Alves do Campo,PE,38016398
21202,12673,Esplanada Lopes,83,Correia da Prata,SP,41911827
21203,11980,Viaduto Cardoso,380,Silveira Alegre,AM,85544-677
21204,4832,Vale Aragão,503,Pacheco de Goiás,GO,44818473
21205,21351,Sítio Bárbara Ramos,45,Lopes de Goiás,AM,96687190
21206,6872,Largo João Pedro da Rosa,95,Vargas das Pedras,MT,76970-748
21207,14920,Quadra de Ribeiro,17,Borges da Serra,MS,19989-244
21208,2942,Núcleo de Rocha,67,Pimenta de Souza,AP,51935349
21209,15080,Lago Heloisa da Rocha,1,Pimenta,PR,04684-904
21210,14352,Praça de Jesus,12,Nunes,PE,71286-702
21211,11101,Viela Yan Fernandes,396,Aparecida de Câmara,MS,50652-285
21212,11413,Conjunto de Mendonça,36,Castro,AC,10309-973
21213,13426,Travessa Vargas,540,Garcia das Pedras,MG,60332-336
21214,3279,Lagoa de Cirino,64,Moraes Grande,RN,21791-578
21215,469,Largo Nascimento,17,Carvalho de Rodrigues,RJ,89563978
21216,18076,Fazenda da Paz,7,Moura Alegre,RO,61298934
21217,24811,Esplanada Marcela Cassiano,953,Cavalcante,MA,24220-101
21218,12112,Conjunto Lunna Abreu,13,Gomes,ES,08168398
21219,274,Favela Brenda Ramos,20,Dias Grande,AM,94033174
21220,12436,Ladeira de Lima,16,Gonçalves,RR,69387042
21221,16534,Vale Araújo,8,Caldeira da Prata,MT,14962-348
21222,10337,Estrada Davi Miguel Brito,934,Monteiro,CE,06215-879
21223,9063,Trevo Costa,436,Camargo da Mata,PI,21352679
21224,5478,Colônia Borges,48,Fernandes,SC,13053036
21225,9249,Feira Sara das Neves,83,Correia de Pimenta,PB,71974056
21226,10610,Estação de Barbosa,67,Barros de Vargas,MA,83608966
21227,16306,Morro de Monteiro,49,Rios do Norte,PE,67498-381
21228,2826,Lago Câmara,9,Pimenta,PI,52009-822
21229,11601,Rua Vitória Cassiano,93,Melo do Galho,AC,80614838
21230,18900,Ladeira Camila Oliveira,40,Fogaça de da Mata,SE,45607788
21231,5343,Distrito Luiz Miguel Rezende,1,Porto,BA,50556875
21232,22492,Lago de Pinto,559,Cavalcante de Caldeira,RR,29298237
21233,1864,Quadra de Carvalho,5,Siqueira Alegre,SE,85614625
21234,24579,Viaduto Souza,57,Viana,SE,53022-777
21235,11021,Morro Gonçalves,94,Leão,RR,02177-578
21236,10728,Viela Rafael Silva,73,da Cunha das Pedras,PR,80577751
21237,14371,Alameda Nascimento,774,Câmara do Campo,AM,21527-411
21238,9450,Vila Fogaça,83,Cavalcanti,PI,44038904
21239,22612,Chácara da Luz,496,Borges de Minas,AC,22149-327
21240,2377,Trecho da Rosa,920,Borges,DF,67352-699
21241,13215,Chácara de Vargas,9,Gomes da Mata,ES,49035-225
21242,6081,Lago Oliveira,79,Câmara da Praia,AL,83167331
21243,13811,Chácara Antônio Santos,97,Sampaio,RR,41953099
21244,8699,Vereda de Cavalcante,406,Silva Grande,RN,14023380
21245,1931,Residencial Henry Gabriel da Rocha,3,Souza Verde,RR,27923-269
21246,2309,Favela João Miguel Novais,57,da Cunha,MT,18675-659
21247,9389,Jardim de Cassiano,51,da Cruz de Monteiro,PE,22532-510
21248,3633,Conjunto Ian Nascimento,1,Aragão da Serra,MS,15295-007
21249,16541,Praça Costa,65,Porto,AL,98814687
21250,10894,Viela Lopes,27,Novais da Serra,DF,60716189
21251,19757,Travessa Silva,13,Pires Paulista,RR,93672-194
21252,10466,Rua de Sales,1,Teixeira da Mata,MT,22876-910
21253,16957,Parque de Duarte,7,Andrade,MS,87408287
21254,20924,Alameda de Sousa,400,Nogueira,PE,18347980
21255,14000,Campo de Peixoto,63,Oliveira de Almeida,RJ,72117062
21256,21038,Esplanada de Pacheco,63,Costa Verde,RO,39497472
21257,18863,Rodovia Bento Mendes,8,Pinto de Minas,SP,07052567
21258,14684,Loteamento de da Luz,506,Nogueira do Amparo,SP,62860-755
21259,5052,Parque de Peixoto,73,Marques das Flores,RR,03211960
21260,23509,Residencial de Vieira,54,Fogaça,DF,01706955
21261,23238,Quadra de da Cruz,44,Aragão Verde,PI,69402763
21262,9010,Viela Juliana Araújo,5,Ribeiro de Novais,PR,43574-757
21263,10295,Via de Carvalho,2,Montenegro,SP,88445131
21264,8233,Viaduto de Costela,26,Almeida Alegre,DF,63234138
21265,23568,Fazenda da Luz,3,Fogaça,GO,40687-131
21266,13355,Viela de da Luz,5,Cassiano Verde,CE,24256-678
21267,18345,Travessa Barbosa,95,Sampaio do Norte,DF,92607-881
21268,18728,Jardim Ferreira,939,Farias,PE,60865-082
21269,1558,Passarela João Vitor Borges,25,Carvalho,AM,19292144
21270,5311,Alameda de Lopes,314,Duarte,BA,81309-542
21271,11781,Vale de Pires,77,das Neves de Goiás,PA,21317748
21272,3606,Passarela de Cunha,59,Barros do Campo,SE,10925352
21273,10537,Lago Pastor,35,Pereira,MA,48479469
21274,21130,Jardim Guerra,24,Almeida da Prata,AC,00796-140
21275,16994,Esplanada da Mata,1,da Cruz de Goiás,ES,55122648
21276,8464,Jardim Fernando da Conceição,81,Duarte,RO,44824876
21277,13303,Avenida Monteiro,76,Dias de Leão,PE,82354-641
21278,11849,Largo Cavalcanti,334,da Cruz da Prata,PR,63905-438
21279,14067,Setor Ryan Souza,1,Monteiro de Mendonça,CE,55589467
21280,23897,Alameda da Conceição,6,Barbosa das Flores,PI,43226435
21281,21198,Quadra Teixeira,75,Freitas de Borges,BA,44539661
21282,4936,Trevo de Souza,6,Casa Grande,RS,26645-575
21283,7158,Núcleo Almeida,88,Campos do Galho,PI,09674158
21284,2244,Aeroporto Rafael Pires,53,Araújo do Campo,MS,68172219
21285,4521,Praia de da Cunha,365,da Cruz do Oeste,PR,58501-179
21286,18692,Colônia Lunna Ribeiro,1,Vargas do Galho,RJ,57313706
21287,10373,Fazenda Lorenzo Castro,598,Carvalho do Sul,RJ,54533-060
21288,1568,Via da Mota,22,Araújo da Praia,PB,21532-038
21289,15803,Trevo Albuquerque,2,Brito,SE,56854-603
21290,24348,Viaduto Larissa da Paz,8,Abreu,MA,06199031
21291,3873,Morro de Lima,9,Lopes,RN,26802560
21292,8045,Sítio de Santos,26,Jesus de Porto,MT,98550714
21293,5312,Aeroporto Pacheco,998,Albuquerque da Serra,RN,22470716
21294,16272,Lagoa Mirella Novais,1,Vasconcelos,MG,53310584
21295,23757,Vale Vasconcelos,40,Silva do Campo,MS,15853012
21296,17375,Praia Davi Luiz da Cunha,70,Oliveira,PA,48234813
21297,19172,Ladeira Rios,25,Souza de Vasconcelos,MA,34636875
21298,8989,Vale da Conceição,148,Cassiano,SE,59532-943
21299,9606,Avenida Lara Câmara,760,Pimenta das Flores,MA,15167-727
21300,9482,Via da Cruz,448,Pinto,SC,41471671
21301,14903,Esplanada de Araújo,682,Melo,MG,10339310
21302,24477,Rua Yan Martins,276,Freitas do Oeste,PB,67174-699
21303,5373,Aeroporto Souza,439,Aragão,AP,88094-938
21304,13251,Travessa Pires,448,Montenegro Paulista,ES,18853-543
21305,17190,Ladeira Francisco Sousa,15,Mendes de Aparecida,BA,75228654
21306,5207,Viaduto Fernando Moura,1,Santos,MG,64620-383
21307,8065,Setor de Mendes,276,Fogaça,RS,68380411
21308,11090,Avenida de Casa Grande,19,Dias do Amparo,PI,94333-140
21309,24410,Morro Davi Lucca da Paz,810,Araújo da Mata,SE,20375876
21310,8607,Esplanada de Peixoto,47,Pereira do Norte,RN,28026-631
21311,9054,Núcleo de Moura,82,Castro,PA,84683-589
21312,17013,Jardim de Aparecida,21,Pires,TO,38612-688
21313,17178,Praça Clarice Pires,584,Rios de Minas,RS,14895-929
21314,10695,Largo Larissa da Cunha,50,Aragão,PA,06896881
21315,7919,Passarela Yuri Peixoto,14,Brito,RR,10068129
21316,17511,Avenida Beatriz Fonseca,31,Mendes,BA,54437-295
21317,10195,Esplanada Cecilia Montenegro,9,Andrade,SC,64468155
21318,5006,Residencial Siqueira,44,Camargo do Norte,AP,70674-291
21319,12740,Parque Noah Pimenta,75,Novais Paulista,AP,54973599
21320,6834,Jardim Antonella Sales,11,Silveira,ES,17011-920
21321,5086,Viela de Cirino,3,Marques,ES,67572-658
21322,9710,Travessa Nicolas da Rosa,61,Barbosa de Mendonça,RS,52589383
21323,9412,Alameda Mateus Aragão,80,Nogueira de das Neves,CE,78519160
21324,12279,Lago de Melo,47,Lima de Azevedo,AP,16873-280
